step strain stress33
175800 0.1758 5251791403.30943
175900 0.1759 5252733326.17171
176000 0.176 5253653379.6378
176100 0.1761 5254560863.15329
176200 0.1762 5255466375.07564
176300 0.1763 5256383675.49516
176400 0.1764 5257326821.3942
176500 0.1765 5258304774.85799
176600 0.1766 5259319693.92645
176700 0.1767 5260369972.97849
176800 0.1768 5261452981.57283
176900 0.1769 5262564540.2876
177000 0.177 5263697681.10289
177100 0.1771 5264843950.22363
177200 0.1772 5265996094.99133
177300 0.1773 5267148770.30791
177400 0.1774 5268297266.08535
177500 0.1775 5269436775.89006
177600 0.1776 5270562329.24426
177700 0.1777 5271667968.02988
177800 0.1778 5272746069.28869
177900 0.1779 5273788955.84459
178000 0.178 5274791596.50338
178100 0.1781 5275752217.88055
178200 0.1782 5276671530.39987
178300 0.1783 5277553774.64416
178400 0.1784 5278408956.02036
178500 0.1785 5279252414.31547
178600 0.1786 5280101241.05386
178700 0.1787 5280970979.24621
178800 0.1788 5281874137.41207
178900 0.1789 5282818948.52921
179000 0.179 5283808219.11905
179100 0.1791 5284839426.33973
179200 0.1792 5285905815.55942
179300 0.1793 5286997466.7112
179400 0.1794 5288102866.48651
179500 0.1795 5289211760.24612
179600 0.1796 5290317440.67795
179700 0.1797 5291416067.1644
179800 0.1798 5292503962.37396
179900 0.1799 5293576075.25147
180000 0.18 5294627093.36083
180100 0.1801 5295653339.28494
180200 0.1802 5296652901.62396
180300 0.1803 5297624007.53804
180400 0.1804 5298563970.52914
180500 0.1805 5299470650.25517
180600 0.1806 5300345196.88381
180700 0.1807 5301193233.94366
180800 0.1808 5302024013.13935
180900 0.1809 5302849294.16798
181000 0.181 5303682253.23671
181100 0.1811 5304535338.16478
181200 0.1812 5305417627.30103
181300 0.1813 5306333952.95845
181400 0.1814 5307285836.58269
181500 0.1815 5308271889.57985
181600 0.1816 5309287120.0468
181700 0.1817 5310323169.95754
181800 0.1818 5311370507.86883
181900 0.1819 5312420776.68773
182000 0.182 5313467332.33399
182100 0.1821 5314504676.53193
182200 0.1822 5315528443.61237
182300 0.1823 5316536066.1864
182400 0.1824 5317526812.26199
182500 0.1825 5318500071.18313
182600 0.1826 5319453084.57124
182700 0.1827 5320380835.63565
182800 0.1828 5321278789.97339
182900 0.1829 5322145878.55824
183000 0.183 5322985077.62603
183100 0.1831 5323802193.2067
183200 0.1832 5324605054.26372
183300 0.1833 5325403308.05587
183400 0.1834 5326207627.70446
183500 0.1835 5327028069.00246
183600 0.1836 5327872420.20701
183700 0.1837 5328745094.7216
183800 0.1838 5329646893.631
183900 0.1839 5330576072.87655
184000 0.184 5331529825.35005
184100 0.1841 5332504291.38541
184200 0.1842 5333493464.30205
184300 0.1843 5334489488.93372
184400 0.1844 5335484994.10596
184500 0.1845 5336475001.78701
184600 0.1846 5337456394.29059
184700 0.1847 5338426201.1221
184800 0.1848 5339380621.14188
184900 0.1849 5340315035.25808
185000 0.185 5341224701.80319
185100 0.1851 5342105971.85086
185200 0.1852 5342957392.04392
185300 0.1853 5343779814.59572
185400 0.1854 5344575811.84906
185500 0.1855 5345349864.01494
185600 0.1856 5346109239.97175
185700 0.1857 5346863881.28764
185800 0.1858 5347624528.83552
185900 0.1859 5348400416.84515
186000 0.186 5349198295.35217
186100 0.1861 5350022851.86801
186200 0.1862 5350877191.53221
186300 0.1863 5351762358.55513
186400 0.1864 5352676050.54563
186500 0.1865 5353612009.23184
186600 0.1866 5354561542.98609
186700 0.1867 5355516460.14572
186800 0.1868 5356471023.94418
186900 0.1869 5357421324.20988
187000 0.187 5358363291.26339
187100 0.1871 5359291851.98743
187200 0.1872 5360201627.0594
187300 0.1873 5361087732.09492
187400 0.1874 5361945889.01111
187500 0.1875 5362772625.8054
187600 0.1876 5363566486.87691
187700 0.1877 5364329346.98345
187800 0.1878 5365066464.96582
187900 0.1879 5365785494.08072
188000 0.188 5366495457.17496
188100 0.1881 5367206009.78442
188200 0.1882 5367926808.25401
188300 0.1883 5368667082.92451
188400 0.1884 5369435277.90116
188500 0.1885 5370237641.25699
188600 0.1886 5371075711.24899
188700 0.1887 5371945118.864
188800 0.1888 5372837572.43616
188900 0.1889 5373744305.1362
189000 0.189 5374657501.16373
189100 0.1891 5375569412.43945
189200 0.1892 5376472109.75064
189300 0.1893 5377359142.66775
189400 0.1894 5378227004.43189
189500 0.1895 5379074567.06795
189600 0.1896 5379901537.1052
189700 0.1897 5380708023.30026
189800 0.1898 5381494990.96475
189900 0.1899 5382264152.07886
190000 0.19 5383017327.42717
190100 0.1901 5383756209.47016
190200 0.1902 5384482520.4336
190300 0.1903 5385198017.94348
190400 0.1904 5385904887.26039
190500 0.1905 5386607100.60859
190600 0.1906 5387311330.16586
190700 0.1907 5388025766.17736
190800 0.1908 5388757677.30985
190900 0.1909 5389511910.70223
191000 0.191 5390290829.6699
191100 0.1911 5391094274.84619
191200 0.1912 5391919284.06592
191300 0.1913 5392760557.23469
191400 0.1914 5393611526.34186
191500 0.1915 5394465061.34094
191600 0.1916 5395313913.84257
191700 0.1917 5396151692.44459
191800 0.1918 5396974052.26836
191900 0.1919 5397778768.89897
192000 0.192 5398564823.64614
192100 0.1921 5399331984.6124
192200 0.1922 5400081249.8427
192300 0.1923 5400814999.967
192400 0.1924 5401535954.43375
192500 0.1925 5402245811.62335
192600 0.1926 5402945031.40501
192700 0.1927 5403633869.98419
192800 0.1928 5404313609.81856
192900 0.1929 5404986999.68514
193000 0.193 5405657909.56907
193100 0.1931 5406331063.05891
193200 0.1932 5407012038.39245
193300 0.1933 5407706882.12023
193400 0.1934 5408420960.79572
193500 0.1935 5409157677.39802
193600 0.1936 5409917884.80782
193700 0.1937 5410699913.4745
193800 0.1938 5411499720.66293
193900 0.1939 5412311181.32308
194000 0.194 5413126705.40673
194100 0.1941 5413938178.44679
194200 0.1942 5414737865.55793
194300 0.1943 5415519192.12651
194400 0.1944 5416277785.15668
194500 0.1945 5417012368.64636
194600 0.1946 5417724426.97892
194700 0.1947 5418416476.65958
194800 0.1948 5419090504.32586
194900 0.1949 5419748192.9174
195000 0.195 5420392199.16966
195100 0.1951 5421026319.16269
195200 0.1952 5421654357.09916
195300 0.1953 5422279540.81111
195400 0.1954 5422905443.71915
195500 0.1955 5423536996.71015
195600 0.1956 5424180049.8658
195700 0.1957 5424839962.71691
195800 0.1958 5425520476.30595
195900 0.1959 5426223307.78959
196000 0.196 5426948292.8491
196100 0.1961 5427693626.76245
196200 0.1962 5428455862.10711
196300 0.1963 5429229525.7774
196400 0.1964 5430006927.33975
196500 0.1965 5430779101.82743
196600 0.1966 5431537669.14055
196700 0.1967 5432276276.93846
196800 0.1968 5432990773.20947
196900 0.1969 5433678786.1727
197000 0.197 5434339971.09552
197100 0.1971 5434976660.75038
197200 0.1972 5435593434.97608
197300 0.1973 5436195528.40841
197400 0.1974 5436787689.01416
197500 0.1975 5437374443.07812
197600 0.1976 5437960506.00164
197700 0.1977 5438550262.35767
197800 0.1978 5439147445.64044
197900 0.1979 5439755769.93123
198000 0.198 5440379032.6321
198100 0.1981 5441019910.78083
198200 0.1982 5441679140.92158
198300 0.1983 5442356392.15754
198400 0.1984 5443051047.57673
198500 0.1985 5443761123.38162
198600 0.1986 5444481954.54823
198700 0.1987 5445206720.65558
198800 0.1988 5445928038.89454
198900 0.1989 5446638827.24361
199000 0.199 5447332545.81786
199100 0.1991 5448004043.06854
199200 0.1992 5448650788.40584
199300 0.1993 5449273417.43422
199400 0.1994 5449875382.59856
199500 0.1995 5450461979.09718
199600 0.1996 5451039072.07035
199700 0.1997 5451611955.05857
199800 0.1998 5452184809.35128
199900 0.1999 5452760744.96268
200000 0.2 5453341941.40797
